,Title,Year,Rating,Link,Budget,Gross,Net,Date
890,  Sea Fever,2019,5.7,/title/tt2716382/,,387740.0,,2020-04-10
891,  The Platform,2019,7,/title/tt8228288/,,1090116.0,,2020-03-20
892,  Color Out of Space,2019,6.2,/title/tt5073642/,6000000.0,1023510.0,-4976490.0,2020-02-25
893,  Synchronic,2019,6.2,/title/tt9016974/,,1483731.0,,2020-10-23
894,  Saint Maud,2019,6.7,/title/tt7557108/,,1383868.0,,2021-02-12
895,  The Vigil,2019,5.8,/title/tt10793644/,,1201833.0,,2021-02-26
896,  The Beach House (II),2019,5.3,/title/tt10843306/,,,,2020-07-09
897,  3 from Hell,2019,5.4,/title/tt8134742/,3000000.0,2295825.0,-704175.0,2019-09-16
898,  The Cleansing Hour,2019,6,/title/tt8009906/,,139355.0,,2020-01-03
899,  In the Tall Grass,2019,5.4,/title/tt4687108/,,,,2019-10-04
900,  The Mortuary Collection,2019,6.4,/title/tt7781432/,,107629.0,,2020-10-15
901,  VFW,2019,6.1,/title/tt9894470/,1000000.0,23101.0,-976899.0,2020-02-14
902,  The Dawn,2019,3.9,/title/tt7461372/,,140710.0,,2020-06-02
903,  Doom: Annihilation,2019,3.7,/title/tt8328716/,,,,2019-10-01
904,  Trick (II),2019,4.9,/title/tt9177040/,,48953.0,,2019-10-18
905,  Zombieland: Double Tap,2019,6.7,/title/tt1560220/,42000000.0,122810399.0,80810399.0,2019-10-18
906,  The Addams Family,2019,5.8,/title/tt1620981/,24000000.0,204394183.0,180394183.0,2019-10-11
907,  Mermaid Down,2019,5.2,/title/tt3584496/,85000.0,116466.0,31466.0,2019-10-15
908,  Impetigore,2019,6.6,/title/tt9000302/,,,,2020-07-23
909,  Eli (I),2019,5.8,/title/tt5294518/,14113729.0,,,2019-10-18
910,  Countdown (III),2019,5.4,/title/tt10039344/,6500000.0,48021766.0,41521766.0,2019-10-25
911,  Rattlesnake,2019,4.6,/title/tt9257484/,,,,2019-10-25
912,  Funhouse,2019,5.3,/title/tt6852534/,,110571.0,,2021-05-28
913,  Twin Murders: The Silence of the White City,2019,5.3,/title/tt8393332/,,2579646.0,,2020-03-06
914,  Doctor Sleep,2019,7.3,/title/tt5606664/,45000000.0,72381712.0,27381712.0,2019-11-08
915,  Black Christmas,2019,3.5,/title/tt10481868/,5000000.0,18529730.0,13529730.0,2019-12-13
916,  Yummy,2019,5.9,/title/tt11054164/,676000.0,,,2020-06-25
917,  Awoken,2019,5.1,/title/tt7838536/,1900000.0,348228.0,-1551772.0,2020-05-08
918,  Ghost Stories,2020,4.4,/title/tt10230404/,,,,2020-01-01
919,  The Grudge (I),2020,4.3,/title/tt3612126/,10000000.0,49511319.0,39511319.0,2020-01-03
920,  Underwater,2020,5.8,/title/tt5774060/,80000000.0,40882928.0,-39117072.0,2020-01-10
921,  The Turning,2020,3.9,/title/tt7510346/,14000000.0,19428166.0,5428166.0,2020-01-24
922,  Spree,2020,5.9,/title/tt11394332/,,50616.0,,2020-08-14
923,  The Night House,2020,6.5,/title/tt9731534/,,15437703.0,,2021-08-20
924,  Possessor,2020,6.5,/title/tt5918982/,,911180.0,,2020-10-02
925,  Relic,2020,6,/title/tt9072352/,,2902552.0,,2020-07-10
926,  His House,2020,6.5,/title/tt8508734/,,,,2020-10-30
927,  Gretel & Hansel,2020,5.5,/title/tt9086228/,5000000.0,22304357.0,17304357.0,2020-01-31
928,  Fantasy Island,2020,4.9,/title/tt0983946/,7000000.0,49447308.0,42447308.0,2020-02-14
929,  A Dark Foe,2020,5.9,/title/tt8433210/,,,,2021-07-30
930,  Brahms: The Boy II,2020,4.7,/title/tt9173418/,10000000.0,20311536.0,10311536.0,2020-02-21
931,  Bhoot: Part One - The Haunted Ship,2020,5.4,/title/tt10463030/,,4377328.0,,2020-02-21
932,  The Invisible Man (I),2020,7.1,/title/tt1051906/,7000000.0,144492724.0,137492724.0,2020-02-28
933,  The Vanished,2020,5.7,/title/tt9794630/,2000000.0,,,2020-08-21
934,  Alone (V),2020,6.2,/title/tt7711170/,,651445.0,,2020-09-18
935,  A Quiet Place Part II,2020,7.2,/title/tt8332922/,,297372261.0,,2021-05-28
936,  The Hunt (II),2020,6.5,/title/tt8244784/,14000000.0,10550350.0,-3449650.0,2020-03-13
937,  Nobody Sleeps in the Woods Tonight,2020,4.9,/title/tt11240506/,,,,2020-10-28
938,  Body Cam,2020,5.3,/title/tt8179024/,9591845.0,,,2020-05-18
939,  The Call,2020,7.1,/title/tt10530176/,,,,2020-11-27
940,  Anything for Jackson,2020,6.3,/title/tt12137964/,,496008.0,,2020-12-03
941,  Sputnik,2020,6.4,/title/tt11905962/,3144525.65,354023.0,-2790502.65,2020-07-24
942,  The Dark and the Wicked,2020,6.1,/title/tt10229558/,,463279.0,,2020-11-06
943,  Choke,2020,3.8,/title/tt11127256/,,,,2020-05-10
944,  The Dinner Party,2020,4.8,/title/tt10358198/,,,,2020-06-09
945,  Becky (II),2020,5.9,/title/tt10314450/,,1045873.0,,2020-06-05
946,  You Should Have Left,2020,5.4,/title/tt8201852/,,,,2020-06-18
947,  The Rental,2020,5.7,/title/tt10003008/,3500000.0,4311042.0,811042.0,2020-07-24
948,  #Alive,2020,6.3,/title/tt10620868/,,13432212.0,,2020-09-08
949,  Bulbbul,2020,6.5,/title/tt12393526/,,,,2020-06-24
950,  Black Water: Abyss,2020,4.6,/title/tt7978672/,,1117982.0,,2020-08-07
951,  Tribal Get Out Alive,2020,4.2,/title/tt10126136/,,,,2020-07-07
952,  Follow Me,2020,5.4,/title/tt8160834/,,4377394.0,,2020-09-18
953,  Peninsula,2020,5.5,/title/tt8850222/,,42698327.0,,2020-08-07
954,  Attack on Titan: Chronicle,2020,8.5,/title/tt12415546/,,42908.0,,2020-07-17
955,  Ghosts of War,2020,5.6,/title/tt6508228/,,345289.0,,2020-07-17
956,  Don't Listen,2020,6.1,/title/tt11750282/,,443458.0,,2020-11-27
957,  Host (II),2020,6.5,/title/tt12749596/,,443807.0,,2020-07-30
958,  She Dies Tomorrow,2020,5.1,/title/tt11614912/,,398663.0,,2020-08-07
959,  Antebellum,2020,5.8,/title/tt10065694/,,7792716.0,,2020-09-18
960,  The New Mutants,2020,5.3,/title/tt4682266/,67000000.0,49169594.0,-17830406.0,2020-08-28
961,  Rogue (I),2020,4.1,/title/tt11576124/,,242884.0,,2020-08-28
962,  The Block Island Sound,2020,5.3,/title/tt8747160/,,,,2021-03-11
963,  Attack of the Unknown,2020,4.3,/title/tt8804580/,,,,2020-08-28
964,  Triggered (I),2020,5.1,/title/tt9419976/,,,,2020-11-06
965,  The Swarm,2020,5.3,/title/tt10675724/,2912000.0,280661.0,-2631339.0,2021-08-06
966,  Come True,2020,6,/title/tt7026488/,,70459.0,,2021-03-12
967,  Parallel Minds,2020,4.3,/title/tt7642500/,1575000.0,,,2020-09-01
968,  The Owners,2020,4.9,/title/tt9806370/,,583134.0,,2021-02-22
969,  Bloody Hell,2020,6.5,/title/tt9772374/,,72147.0,,2021-01-14
970,  The Babysitter: Killer Queen,2020,5.8,/title/tt11024272/,,,,2020-09-10
971,  Psycho Goreman,2020,6.2,/title/tt11252440/,1125000.0,95384.0,-1029616.0,2020-09-10
972,  Shadow in the Cloud,2020,5,/title/tt9691136/,,1054290.0,,2021-01-01
973,  Death of Me,2020,4.4,/title/tt1830643/,,292271.0,,2020-10-02
974,  Spontaneous (II),2020,6.5,/title/tt5774062/,,,,2020-10-02
975,  Vampires vs. the Bronx,2020,5.7,/title/tt8976576/,,,,2020-10-02
976,  Nishabdham,2020,5.1,/title/tt9605894/,,,,2020-10-02
977,  Caveat,2020,5.9,/title/tt7917178/,302500.0,78665.0,-223835.0,2021-06-05
978,  Black Box (II),2020,6.2,/title/tt12298506/,,32668.0,,2020-10-06
979,  Books of Blood,2020,5.6,/title/tt11242218/,,,,2020-10-07
980,  Freaky,2020,6.3,/title/tt10919380/,5000000.0,18073433.0,13073433.0,2020-11-13
981,  Vicious Fun,2020,6.5,/title/tt11778118/,,,,2021-06-29
982,  The Old Ways (II),2020,5.4,/title/tt12829958/,,,,2020-10-25
983,  The Wolf of Snow Hollow,2020,6.2,/title/tt11140488/,2000000.0,266963.0,-1733037.0,2020-10-09
984,  Meander,2020,5.5,/title/tt5752192/,,675001.0,,2021-07-09
985,  Nocturne (II),2020,5.7,/title/tt11044858/,,,,2020-10-13
986,  Cadaver,2020,5.2,/title/tt11284280/,,,,2020-10-22
987,  The Witches,2020,5.3,/title/tt0805647/,,29333671.0,,2020-10-22
988,  The Empty Man,2020,6.2,/title/tt5867314/,,4796993.0,,2020-10-23
989,  The Craft: Legacy,2020,4.5,/title/tt4685762/,,1922557.0,,2020-10-28
990,  Come Play,2020,5.7,/title/tt8004664/,,13182254.0,,2020-10-30
991,  Horizon Line,2020,4.8,/title/tt5498354/,,916042.0,,2021-01-12
992,  Spell,2020,5.5,/title/tt10736580/,,500104.0,,2020-10-30
993,  Laxmii,2020,2.6,/title/tt10350922/,,623913.0,,2020-11-09
994,  What Lies Below,2020,4.3,/title/tt9264728/,,21676.0,,2020-12-04
995,  Durgamati: The Myth,2020,4,/title/tt11229134/,,,,2020-12-11
996,  Breach (IV),2020,3,/title/tt9820556/,,39328.0,,2020-12-18
997,  Hunter Hunter,2020,6.4,/title/tt2226162/,,32705.0,,2020-12-18
998,  The Sadness,2021,6.5,/title/tt13872248/,,430254.0,,2022-05-12
999,  Wrong Turn,2021,5.5,/title/tt9110170/,,4829926.0,,2021-02-26
1000,  Censor,2021,6,/title/tt10329614/,,361699.0,,2021-06-11
1001,  In the Earth,2021,5.2,/title/tt13429362/,,1330723.0,,2021-04-16
1002,  Below Zero,2021,6.2,/title/tt9845564/,,,,2021-01-29
1003,  Coming Home in the Dark,2021,5.7,/title/tt6874762/,,77658.0,,2021-10-01
1004,  The Cursed,2021,6.2,/title/tt9907782/,,4588389.0,,2022-02-18
1005,  Prisoners of the Ghostland,2021,4.2,/title/tt6372694/,,80425.0,,2021-09-17
1006,  Fear of Rain,2021,5.9,/title/tt10037014/,,24565.0,,2021-02-12
1007,  Red Dot,2021,5.5,/title/tt11307814/,,,,2021-02-11
1008,  Willy's Wonderland,2021,5.5,/title/tt8114980/,5500000.0,457144.0,-5042856.0,2021-02-12
1009,  The Stairs (I),2021,4.5,/title/tt10083174/,,,,2021-02-26
1010,  Son (I),2021,5.6,/title/tt5624466/,,82328.0,,2021-03-05
1011,  The Beta Test,2021,6.1,/title/tt11738830/,,37536.0,,2021-10-15
1012,  Roohi,2021,4.3,/title/tt10098288/,,2306525.0,,2021-03-11
1013,  The Priest (I),2021,6.2,/title/tt11591306/,1342000.0,110855.0,-1231145.0,2021-03-11
1014,  The Stay,2021,4.8,/title/tt11591424/,,,,2021-03-16
1015,  Gaia,2021,5.6,/title/tt11881160/,,47863.0,,2021-06-18
1016,  The Unholy,2021,5.1,/title/tt9419056/,,30832137.0,,2021-04-02
1017,  Things Heard & Seen,2021,5.3,/title/tt10962368/,,,,2021-04-29
1018,  Great White,2021,4.2,/title/tt8435002/,,635058.0,,2021-07-16
1019,  Spiral,2021,5.2,/title/tt10342730/,20000000.0,40618920.0,20618920.0,2021-05-14
1020,  Army of the Dead,2021,5.7,/title/tt0993840/,70000000.0,,,2021-05-21
1021,  The Conjuring: The Devil Made Me Do It,2021,6.3,/title/tt7069210/,39000000.0,206401480.0,167401480.0,2021-06-04
1022,  Awake (III),2021,4.9,/title/tt10418662/,,154608.0,,2021-06-09
1023,  Werewolves Within,2021,6,/title/tt9288692/,,937490.0,,2021-07-02
1024,  False Positive,2021,4.7,/title/tt10096842/,,,,2021-06-25
1025,  Girl Next,2021,5.1,/title/tt11423214/,1000000.0,,,2021-06-18
1026,  The Deep House,2021,5.4,/title/tt11686490/,,1899068.0,,2021-11-05
1027,"  Batman: The Long Halloween, Part One",2021,7.2,/title/tt14324650/,,,,2021-06-22
1028,  Fear Street: Part One - 1994,2021,6.2,/title/tt6566576/,,,,2021-07-02
1029,  The Forever Purge,2021,5.4,/title/tt10327252/,18000000.0,76994245.0,58994245.0,2021-07-02
1030,  A Classic Horror Story,2021,5.7,/title/tt12877640/,3120000.0,,,2021-07-14
1031,  Escape Room: Tournament of Champions,2021,5.7,/title/tt9844522/,15000000.0,65774490.0,50774490.0,2021-07-16
1032,  Fear Street: Part Two - 1978,2021,6.7,/title/tt9701940/,,,,2021-07-09
1033,  The Medium,2021,6.5,/title/tt13446168/,,8826689.0,,2021-07-14
1034,  The Innocents,2021,7,/title/tt4028464/,,232071.0,,2021-09-03
1035,  Titane,2021,6.6,/title/tt10944760/,5928000.0,4982335.0,-945665.0,2021-10-01
1036,  Lamb,2021,6.3,/title/tt9812474/,,3189087.0,,2021-09-24
1037,  Fear Street: Part Three - 1666,2021,6.6,/title/tt9701942/,,,,2021-07-16
1038,  Old,2021,5.8,/title/tt10954652/,18000000.0,90146510.0,72146510.0,2021-07-23
1039,  Demonic (I),2021,4.3,/title/tt13392012/,,366656.0,,2021-08-20
1040,  Blood Red Sky,2021,6.1,/title/tt6402468/,15600000.0,401834.0,-15198166.0,2021-07-23
1041,"  Batman: The Long Halloween, Part Two",2021,7.1,/title/tt14402926/,,,,2021-07-27
1042,  The Trip,2021,6.9,/title/tt13109952/,,,,2021-10-15
1043,  Aftermath (IV),2021,5.3,/title/tt10691162/,,,,2021-08-04
1044,  Mad God,2021,6.8,/title/tt15090124/,,325042.0,,2022-06-16
1045,  Don't Breathe 2,2021,6,/title/tt6246322/,,53785551.0,,2021-08-13
1046,  The Accursed,2021,5.5,/title/tt5737388/,,83891.0,,2021-11-12
1047,  The Girl Who Got Away,2021,5.5,/title/tt11859012/,,,,2021-08-20
1048,  Candyman,2021,5.9,/title/tt9347730/,22000000.0,77411570.0,55411570.0,2021-08-27
1049,  Wired Shut,2021,5.9,/title/tt9728962/,,,,2021-11-30
1050,  Malignant (I),2021,6.2,/title/tt3811906/,40000000.0,34892041.0,-5107959.0,2021-09-10
1051,  Last Night in Soho,2021,7.1,/title/tt9639470/,43000000.0,22957625.0,-20042375.0,2021-10-29
1052,  Halloween Kills,2021,5.5,/title/tt10665338/,20000000.0,133423964.0,113423964.0,2021-10-15
1053,  Bhoot Police,2021,7,/title/tt10083640/,,,,2021-09-10
1054,  Nightbooks,2021,5.7,/title/tt10521144/,,,,2021-09-15
1055,  There's Someone Inside Your House,2021,4.8,/title/tt8150814/,,,,2021-10-06
1056,  Black Friday (III),2021,4.6,/title/tt11649338/,,1581.0,,2021-11-19
1057,  The Black Phone,2021,6.9,/title/tt7144666/,18000000.0,161204742.0,143204742.0,2022-06-24
1058,  V/H/S/94,2021,5.5,/title/tt14867006/,,,,2021-10-06
1059,  No One Gets Out Alive,2021,5.3,/title/tt13056008/,,,,2021-09-29
1060,  The Addams Family 2,2021,5.4,/title/tt11125620/,,119815153.0,,2021-10-01
1061,  The Manor (I),2021,5.3,/title/tt13372794/,,,,2021-10-08
1062,  Hideout,2021,4.6,/title/tt10899402/,,,,2021-11-09
1063,  Antlers,2021,5.9,/title/tt7740510/,,18867659.0,,2021-10-29
1064,  Night Teeth,2021,5.7,/title/tt10763820/,25000000.0,,,2021-10-20
1065,  Paranormal Activity: Next of Kin,2021,5.2,/title/tt10515988/,,,,2021-10-29
1066,  Resident Evil: Welcome to Raccoon City,2021,5.2,/title/tt6920084/,25000000.0,41914915.0,16914915.0,2021-11-24
1067,  Chhorii,2021,6.8,/title/tt12861212/,,,,2021-11-26
1068,  The Cellar,2022,5.3,/title/tt14550642/,,1649074.0,,2022-04-15
1069,  Scream (I),2022,6.3,/title/tt11245972/,24000000.0,140041405.0,116041405.0,2022-01-14
1070,  Hotel Transylvania: Transformania,2022,6,/title/tt9848626/,,,,2022-01-14
1071,  The House (III),2022,6.8,/title/tt11703050/,,,,2022-01-14
1072,  Fresh,2022,6.7,/title/tt13403046/,,,,2022-03-04
1073,  Master (I),2022,5.2,/title/tt11286210/,,,,2022-03-18
1074,  Watcher (I),2022,6.3,/title/tt12004038/,,2989051.0,,2022-06-03
1075,  Speak No Evil,2022,6.6,/title/tt14253846/,3200000.0,622930.0,-2577070.0,2022-03-17
1076,  Resurrection,2022,5.9,/title/tt11540726/,,161266.0,,2022-01-22
1077,  Hatching,2022,6.2,/title/tt12519030/,4112551.04,503889.0,-3608662.04,2022-03-04
1078,  You Won't Be Alone,2022,6.3,/title/tt8296030/,,335465.0,,2022-04-14
1079,  The Requin,2022,2.6,/title/tt11348232/,8500000.0,130493.0,-8369507.0,2022-01-28
1080,  Those Who Walk Away,2022,5.8,/title/tt12292206/,,,,2022-02-11
1081,  Texas Chainsaw Massacre,2022,4.7,/title/tt11755740/,20000000.0,,,2022-02-18
1082,  Studio 666,2022,5.7,/title/tt15374070/,,3018515.0,,2022-02-25
1083,  Deadstream,2022,6.6,/title/tt12788488/,,1193834.0,,2022-10-06
1084,  X (II),2022,6.6,/title/tt13560574/,,14779858.0,,2022-03-18
1085,  Bodies Bodies Bodies,2022,6.3,/title/tt8110652/,,13903522.0,,2022-08-05
1086,  Umma,2022,4.7,/title/tt13235822/,,2232593.0,,2022-03-18
1087,  Incantation,2022,6.2,/title/tt18968540/,1462500.0,,,2022-07-08
1088,  Morbius,2022,5.2,/title/tt5108870/,75000000.0,167460961.0,92460961.0,2022-04-01
1089,  Choose or Die,2022,4.8,/title/tt11514780/,,,,2022-04-15
1090,  Doctor Strange in the Multiverse of Madness,2022,6.9,/title/tt9419884/,200000000.0,955775804.0,755775804.0,2022-05-06
1091,  Firestarter,2022,4.6,/title/tt1798632/,12000000.0,14889250.0,2889250.0,2022-05-12
1092,  Bhool Bhulaiyaa 2,2022,5.7,/title/tt6455162/,,18307258.0,,2022-05-20
1093,  Men,2022,6.1,/title/tt13841850/,,11152071.0,,2022-05-20
1094,  Crimes of the Future,2022,5.9,/title/tt14549466/,35000000.0,4520550.0,-30479450.0,2022-06-03
1095,  Nope,2022,6.9,/title/tt10954984/,68000000.0,171235592.0,103235592.0,2022-07-22
1096,  Prey (I),2022,7.2,/title/tt11866324/,65000000.0,,,2022-08-05
1097,  They/Them,2022,3.8,/title/tt14502344/,,,,2022-08-05
1098,  Orphan: First Kill,2022,5.9,/title/tt11851548/,10000000.0,37083743.0,27083743.0,2022-08-19
1099,  Beast (I),2022,5.6,/title/tt13223398/,36000000.0,59095809.0,23095809.0,2022-08-19
